Product ID ,Title ,Description  ,Vendor ,Brands ,Product Type ,Category ,Tags ,SEO Title ,SEO Description ,Product Images,Option1 Name ,Option1 Value ,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU ,Variant Barcode ,Variant Weight ,Variant Weight Unit  ,Variant Price ,Variant Compare At Price  ,Variant Bin Number,Variant Quantity ,Handle ,Size Chart,Collection,Short Description ,Commission Percentage,Attribute_Air Conditioner Type ,Attribute_Washing Machine Type,Attribute_Washing Machine Capacity,Attribute_Product Type,Attribute_Display Size,Attribute_Capacity,Attribute_Warranty  ,Attribute_Air Conditioner Capacity ,Attribute_Refrigerator Type,Attribute_Microwave Type,Attribute_INV/NON-INV,Attribute_Processor,Attribute_Water Dispenser Type,Attribute_LED Type,Attribute_Geyser Type,Attribute_Geyser Capacity,Attribute_Watts,Attribute_Volt,Attribute_Generation,Attribute_Fan Type,Attribute_Battery,Attribute_Core,Attribute_Capacity,Attribute_Thickness,Attribute_BNPL,Attribute_Fragrance Type,Attribute_Lasting,Attribute_Sillage / Projection,Attribute_Season,Attribute_UPS Inverter Type,Attribute_Generator Types,Attribute_Watch Sizes,Attribute_Watch Display Type,Attribute_Watch Band,Attribute_Watch Sensor Feature,Attribute_SKin Type,Attribute_Air Cooler Category
,Haier 1.5 Ton DC Inverter AC 19LF Supreme,"A premium 1.5-ton DC Inverter AC with 19,000 BTU cooling, massive energy savings (low as 1.2A), and a self-cleaning system that handles harsh heat up to 46°C easily.",Electronics World,HAIER,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Haier19LF,1.5TonAC,DCInverterAC,HaierSupreme,InverterAC",Haier19LF Supreme 1.5 Ton DC Inverter AC,Haier 19LF Supreme 1.5 Ton DC Inverter AC,https://ittefaqsay.com/wp-content/uploads/2026/02/Haier-1.5-Ton-DC-Inverter-AC-HSU-19LF.webp,Color,White,,,,,HAIER-1.5-TON-DC-INVERTER-AC-19LF-SUPREME,HAIER-1.5-TON-DC-INVERTER-AC-19LF-SUPREME,65,kg,131087,136087,,100,haier-1.5-ton-dc-inverter-ac-19lf-supreme,,,"The HAIER 19 LF Supreme is a premium 1.5-ton DC inverter AC featuring powerful 19,000 BTU cooling up to 46°C, extreme energy savings down to 1.2A.",,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,Haier Air Conditioner 1.Ton -  13 HFAB T3 Inverter,"Haier 13HFAB T3 (White) is a 1-Ton Heat & Cool DC Inverter AC built for extreme heat (up to 65°C) using a rugged T3 compressor. It features eco-friendly R-32 refrigerant, Wi-Fi smart control, and smart power savings that drop current draw as low as 1.2A.",Electronics World,HAIER,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Haier 1 ton inverter AC,T3 compressor inverter AC",Haier 13HFAB T3 1-Ton Inverter AC ,Haier 13HFAB T3 1-Ton Inverter AC ,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQeVreCjXk_1EmqZv-og29v_NNX_ro3DxeBDy_KlM2yg&s=10,Color,White,,,,,HAIER-13-HFAB-T3-INVERTER-AC,HAIER-13-HFAB-T3-INVERTER-AC,65,kg,125652,130652,,100,haier-13-hfab-t3-inverter-ac,,,A 1-Ton smart inverter AC with a heavy-duty T3 compressor designed to deliver powerful heating and cooling even in extreme 65°C temperatures.,,Split,,,,,,10 Year,1-Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,Haier 13 HFC Triple Inverter 1.0 Ton Air Conditioner,"Get the Haier 13HFC 1-Ton Triple Inverter AC. Features eco-friendly R-32 gas, self-cleaning tech, and low amperage for maximum energy savings.",Electronics World,HAIER,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Haier self cleaning AC 1 ton, Haier 13HFC heat and cool","Haier 13HFC Triple Inverter AC (1 Ton, Heat & Cool)","Haier 13HFC Triple Inverter AC (1 Ton, Heat & Cool)",https://subhanelectronics.pk/wp-content/uploads/2026/01/Untitled-design-2.png,Color,White,,,,,HAIER-13=HFC-TRIPLE-INVERTER-AIR-CONDITIONER,HAIER-13=HFC-TRIPLE-INVERTER-AIR-CONDITIONER,65,kg,116957,121957,,100,haier-13=hfc-triple-inverter-air-conditioner,,,"Haier 13HFC 1-Ton Inverter AC: Low power consumption, eco-friendly R-32 gas, and automatic self-cleaning.",,Split,,,,,,10 Year,1 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAIER DC INVERTER AC T3 13HFS 1.0 TON,"It is built with a heavy-duty T3 compressor that delivers strong cooling even in extreme 52°C heat. It features built-in Wi-Fi control, a Self-Clean function to wash away indoor dust, and Ampere Lock, which allows you to manually limit its power consumption to save on electricity bills.",Electronics World,HAIER,"home appliances,air conditioners",11639_11643_11653_11782_11783,"haier self clean ac, wifi smart ac, low voltage startup ac",Haier 13 HFS G 1-Ton Inverter AC,Haier 13 HFS G 1-Ton Inverter AC,https://www.surmawala.pk/cdn/shop/files/13hfs_compact.jpg?v=1776094130,Color,Grey,,,,,HAIER-DC-INVERTER-AC-T3-13HFS-1.0-TON,HAIER-DC-INVERTER-AC-T3-13HFS-1.0-TON,65,kg,127826,132826,,100,haier-dc-inverter-ac-t3-13hfs-1.0-ton,,,"A smart, energy-efficient 1-ton inverter AC with a premium grey finish, designed to handle extreme summer heat ",,Split,,,,,,10 Year,1 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,Haier HSU-19HFS-W T3 Pro Inverter 1.5 Ton,"The Haier 19HFS-W is a 1.5-ton DC inverter AC (Heat & Cool) built for extreme heat. It features a T3 compressor that cools efficiently even at 52°C, built-in Wi-Fi, an automatic Self-Clean mode, and an eco-friendly R32 refrigerant.",Electronics World,HAIER,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Haier self clean AC, R32 gas inverter AC, low voltage startup AC",Haier 19HFS-W 1.5 Ton Inverter AC Specs,Haier 19HFS-W 1.5 Ton Inverter AC Specs,https://alizainabelectronics.com/cdn/shop/files/Haier_HSU-19HFS_W_1.5_Ton_Super_T3_Inverter_AC.png?v=1776168298&width=1024,Color,White,,,,,HAIER-19HFS-W-T3-PRO-INVERTER-1.5TON,HAIER-19HFS-W-T3-PRO-INVERTER-1.5TON,65,kg,126739,131739,,100,haier-19hfs-w-t3-pro-inverter-1.5ton,,,A 1.5-ton smart inverter AC engineered to deliver powerful cooling even in extreme 52°C summer heat.,,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,Haier AC 1.5 ton Inverter T3 Compressor 20HFTEX ,"A premium 1.5-ton DC inverter AC featuring a heavy-duty T3 compressor, eco-friendly R-32 refrigerant, and Wi-Fi smart control. It offers rapid 15-second cooling, automated self-cleaning, and an ""Ampere Control"" feature that lets you cap its power usage to save electricity",Electronics World,HAIER,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Haier 20HFTEX White, Haier 1.5 Ton Inverter AC, Haier T3 Inverter,",Haier 20HFTEX 1.5 Ton Heat & Cool Inverter AC White,Haier 20HFTEX 1.5 Ton Heat & Cool Inverter AC White,https://cdn.comverseglobal.com/alfa/products/product_images/17750494241445923_010426181704610402.jpg,Color,White,,,,,HAIER-AC-INVERTER-T3-COMPRESSOR-20HFTEX,HAIER-AC-INVERTER-T3-COMPRESSOR-20HFTEX,65,kg,174565,179565,,100,haier-ac-inverter-t3-compressor-20hftex,,,"A powerful 1.5-ton smart inverter AC designed for extreme heat, featuring customizable power saving (Ampere Control) and instant cooling.",,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAIER 1.5TON T3 INVERTER AC HSU 20HFTEX,"The Haier HSU-20HFTEX (Grey) is a 1.5-ton Heat & Cool DC Inverter AC designed for extreme heat up to 53°C. It features a sleek matte grey design, smartphone Wi-Fi control, and power-saving Ampere Control.",Electronics World,HAIER,"home appliances,air conditioners",11639_11643_11653_11782_11783,"1.5 Ton Inverter AC,DC Inverter AC,Haier 1.5 Ton AC,Heat and Cool AC",Haier 20HFTEX Grey Inverter AC,Haier 20HFTEX Grey Inverter AC,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgkOm8Ar-8aEjpT4CWNoJ0bAlEoc1LawcVGsHk-oYvvO3whbmcPCWMgxzR&s=10,Color,Grey,,,,,HAIER-1.5-TON-T3-INVERTER-AC-HSU-20HFTEX,HAIER-1.5-TON-T3-INVERTER-AC-HSU-20HFTEX,65,kg,178913,183913,,100,haier-1.5-ton-t3-inverter-ac-hsu-20hftex,,,"A stylish, smart, and energy-efficient 1.5-ton inverter AC built for heavy-duty cooling.",,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAIER 2 TON T3 INVERTER AC 24HFAB GREY,"The Haier HSU-24HFAB is a sleek, grey 2-Ton T3 DC Inverter air conditioner built to deliver powerful cooling and heating even in extreme temperatures up to 65°C. Equipped with eco-friendly R-32 refrigerant, built-in Wi-Fi control, and automated self-cleaning tech",Electronics World,HAIER,"home appliances,air conditioners",11639_11643_11653_11782_11783,"AirConditioner,Haier2Ton,SmartHome,EnergySaving",Haier 24HFAB 2 Ton Grey Inverter Air Conditioner,Haier 24HFAB 2 Ton Grey Inverter Air Conditioner,https://www.surmawala.pk/cdn/shop/files/24hfab-grey.jpg?v=1775757344,Color,Grey,,,,,HAIER-2TON-T3-INVERTER-AC-24HFAB-GREY,HAIER-2TON-T3-INVERTER-AC-24HFAB-GREY,65,kg,218043,223043,,100,haier-2ton-t3-inverter-ac-24hfab-grey,,,"A powerful, energy-efficient 2-Ton grey inverter AC with Wi-Fi and self-cleaning, designed for extreme climate cooling and heating.",,Split,,,,,,10 Year,2 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,HAIER SPLIT AC 24HFAB T3 PRO WHITE ,"The Haier 24HFAB is a powerful 2.0-ton, white DC Inverter air conditioner built for large rooms. It features energy-saving T3 technology that functions even in intense heat (up to 52°C), offers both heating and cooling, and includes smart Wi-Fi control and self-cleaning tech.",Electronics World,HAIER,"home appliances,air conditioners",11639_11643_11653_11782_11783,"HomeAppliances ,SmartHome,#SmartAC,EnergySaving",Haier HSU-24HFAB 2 Ton DC Inverter Air Conditioner,Haier HSU-24HFAB 2 Ton DC Inverter Air Conditioner,https://shandaarbuy.pk/cdn/shop/files/HSU-13HFAB_W_-T3Series1TonDCInverter-_13_000BTU_s.webp?v=1744895621,Color,White,,,,,HAIER-SPLIT-AC-24HFAB-T3-PRO-WHITE ,HAIER-SPLIT-AC-24HFAB-T3-PRO-WHITE ,65,kg,211522,216522,,100,haier-split-ac-24hfab-t3-pro-white,,,"A smart, energy-efficient 2-ton white inverter AC that provides heavy-duty heating and cooling for large spaces, even in extreme summer heat.",,Split,,,,,,10  Year,2 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCL 12E COOL A 1 ton DC Inverter Air Conditioner,"The TCL 12E-COOL is a budget-friendly, 1-ton inverter AC built for small rooms (up to 150 sq. ft.). It features smart power management (Gen Mode) for running on generators or low voltage, a T3 compressor that handles intense summer heat, and a ""gentle breeze"" ceiling airflow to avoid freezing drafts.",Electronics World,TCL,"home appliances,air conditioners",11639_11643_11653_11782_11783,"TCL T3 Compressor AC, low voltage inverter AC, TCL energy saving AC",TCL 12E-COOL 1 Ton Full DC Inverter AC,TCL 12E-COOL 1 Ton Full DC Inverter AC,https://elux.com.pk/cdn/shop/files/12_E_Cool_TCL_AC.png?v=1767944493,Color,White,,,,,TCL-12-ECOOL-1TON-DC-INVERSION-AC,TCL-12-ECOOL-1TON-DC-INVERSION-AC,65,kg,109348,114348,,100,tcl-12-ecool-1ton-dc-inversion-ac,,,"The TCL 12E-COOL is an affordable, energy-saving 1-ton DC inverter AC designed to handle extreme heat and run efficiently on generators or low voltage.",,Split,,,,,,10 Year,1 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCL 18E-COOL 1.5 ton Inverter Air Conditioner,"A 1.5-ton DC Inverter AC designed for extreme summer heat, featuring high energy savings, low-voltage operation, and a power-capping mode perfect for running on home solar or backup generators.",Electronics World,TCL,"home appliances,air conditioners",11639_11643_11653_11782_11783,"solar friendly inverter AC,low voltage startup AC,TCL T3 inverter AC",TCL 18 Ecool 1.5 Ton Full DC Inverter AC,TCL 18 Ecool 1.5 Ton Full DC Inverter AC,https://subhanelectronics.pk/wp-content/uploads/2024/01/TCL-18E-COOL-1.5-ton-Air-Conditioner-2.webp,Color,White,,,,,TCL-18-E-COOL-1.5-TON-INVERTER-AIR-CONDITIONER,TCL-18-E-COOL-1.5-TON-INVERTER-AIR-CONDITIONER,65,kg,133261,138261,,100,tcl-18-e-cool-1.5-ton-inverter-air-conditioner,,,An energy-efficient 1.5-ton inverter AC optimized for solar power and extreme heat.,,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCL 24E-COOL 2.0 ton Inverter Air Conditioner,"The TCL 24E-COOL is a 2.0-Ton wall-mounted Full DC Inverter air conditioner designed strictly for cooling. It features an ""Ampere Lock"" (Generator Mode) to easily run on solar power or generators, uses upward airflow to eliminate harsh cold drafts, and relies on an energy-efficient",Electronics World,TCL,"home appliances,air conditioners",11639_11643_11653_11782_11783,"TCL full DC inverter,TCL generator mode AC,T3 inverter compressor AC",TCL 24E-COOL 2.0-Ton Full DC Inverter AC,TCL 24E-COOL 2.0-Ton Full DC Inverter AC,https://www.surmawala.pk/cdn/shop/files/e_cool_only_ac_-_2.png?v=1754736771,Color,White,,,,,TCL-24-E-COOL-2.0TON-INVERTER-AIR-CONDITIONER,TCL-24-E-COOL-2.0TON-INVERTER-AIR-CONDITIONER,65,kg,130000,135000,,100,tcl-24-e-cool-2.0ton-inverter-air-conditioner,,,"A 2.0-ton, energy-saving ""cool only"" DC inverter AC featuring smart power-locking (Generator Mode), gentle upward airflow, and a 10-year compressor warranty.",,Split,,,,,,10 Year,2.0 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCL AC 1 Ton Inverter VoxIN Series 12T5-VOX-12,"The TCL 12T5-VOX-12 is a premium 1.0-Ton DC Inverter Air Conditioner (Heat & Cool) designed for smart, energy-efficient comfort. Its standout VoxIN feature provides offline voice control, allowing you to operate the AC using voice commands without requiring an internet connection.",Electronics World,TCL,"home appliances,air conditioners",11639_11643_11653_11782_11783,"TCL12T5VOX12,TCLVoxINSeries,TCL1TonInverterAC,TCLInverterAC",TCL 12T5-VOX-12 1-Ton Inverter Air Conditioner,TCL 12T5-VOX-12 1-Ton Inverter Air Conditioner,https://cdn.comverseglobal.com/alfa/products/product_images/vox-in_090426163301419651.webp,Color,White,,,,,TCL-AC-1 TON-INVERTER-VOXIN-SERIES-12T5-VOX-12,TCL-AC-1 TON-INVERTER-VOXIN-SERIES-12T5-VOX-12,65,kg,152826,157826,,100,tcl-ac-1 ton-inverter-voxin-series-12t5-vox-12,,,The TCL 12T5-VOX-12 is a 1-ton smart DC inverter air conditioner that cools and heats efficiently.,,Split,,,,,,10 Year,1 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCL 12T3-PRO-11/12 1.0 Ton DC Inverter AC,"The TCL 12T3-Pro (1.0 Ton / 12,000 BTU) is a smart heat-and-cool DC inverter air conditioner. It features a heavy-duty T3 compressor designed to cool efficiently even at 50°C+.",Electronics World,TCL,"home appliances,air conditioners",11639_11643_11653_11782_11783,"TCL T3 compressor AC, 12000 BTU inverter AC, TCL Gentle Breeze AC",TCL 1 Ton T-Pro Inverter AC (12T3-Pro),TCL 1 Ton T-Pro Inverter AC (12T3-Pro),https://cdn.comverseglobal.com/alfa/products/product_images/17779083693772388_040526202609826714.jpg%3Fwidth%3D640,Color,White,,,,,TCL-12T3-PRO-11/12-1.0-TON-DC-INVERTER-AC,TCL-12T3-PRO-11/12-1.0-TON-DC-INVERTER-AC,65,kg,125652,130652,,100,tcl-12t3-pro-11/12-1.0-ton-dc-inverter-ac,,,"The TCL T-Pro 12T3 is a 1-Ton smart inverter AC built for extreme heat, featuring draft-free cooling and low power consumption.",,Split,,,,,,10 Year,1 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCL 18T3-PRO-11 BreezeIN Series Inverter Split AC ,"The TCL 18T3-PRO-11 is a 1.5-ton smart inverter air conditioner (Heat & Cool) built for extreme heat (up to 60°C). It features ""Gentle Breeze"" draft-free cooling, power-saving Ampere Control, eco-friendly R32 refrigerant, and full Wi-Fi app support.",Electronics World,TCL,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Voice Control AC, Deep Clean Technology, Anti-Bacterial Filter",TCL 18T3-PRO-11 1.5 Ton Inverter AC,TCL 18T3-PRO-11 1.5 Ton Inverter AC,https://electromart.com.pk/wp-content/uploads/2026/02/TCL-AC-18T3-Pro-11-BreezeIn.jpg,Color,White,,,,,TCL-18T3-PRO-11-INVERTER-SPLIT-AC,TCL-18T3-PRO-11-INVERTER-SPLIT-AC,65,kg,164783,169783,,100,tcl-18t3-pro-11-inverter-split-ac,,,"A 1.5-ton, energy-saving smart inverter AC (Heat & Cool) with gentle, draft-free airflow built for extreme tropical heat.",,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCL AC 1.5 Ton Inverter VoxIN Series 18T5-VOX-12,"A 1.5-ton split inverter AC featuring offline voice control (no Wi-Fi needed), rust-resistant graphene-coated coils, and extreme ambient cooling up to 65°C.",Electronics World,TCL,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Eco Friendly R32 AC,TCL Home App AC,Graphene Coating AC",TCL 1.5 Ton VoxIN Inverter AC 18T5-VOX-12,TCL 1.5 Ton VoxIN Inverter AC 18T5-VOX-12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKW7pflN1YAAFPPQtIp46xatXOaGHJ-5XmkfLUNhS9vVzqKcfoBLSkcEQc&s=10,Color,White,,,,,TCL-1.5TON-INVERTER-VOXIN-18T5-VOX-12,TCL-1.5TON-INVERTER-VOXIN-18T5-VOX-12,65,kg,188696,193696,,100,tcl-1.5ton-inverter-voxin-18t5-vox-12,,,A 1.5-ton smart inverter AC with internet-free voice control and extreme-heat cooling.,,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCL SPLIT AC INVERTER 1.5 TON 18SVN-EX-31W,A 1.5-ton full DC inverter air conditioner (Heat & Cool) that uses eco-friendly R32 gas and an AI chipset for up to 60% energy savings. It operates on a wide voltage range (155V–265V) and provides powerful cooling even in extreme heat up to 62°C,Electronics World,TCL,"home appliances,air conditioners",11639_11643_11653_11782_11783,"TCL 1.5 Ton Inverter AC,TCL Heat and Cool AC,AI Inverter AC",TCL 1.5 Ton DC Inverter AC 18 SVN-EX-31W,TCL 1.5 Ton DC Inverter AC 18 SVN-EX-31W,https://subhanelectronics.pk/wp-content/uploads/2026/02/Untitled-design-6.png,Color,White,,,,,TCL-SPLIT-AC-INVERTER-1.5TON-18SVN-EX-31W,TCL-SPLIT-AC-INVERTER-1.5TON-18SVN-EX-31W,65,kg,133261,138261,,100,tcl-split-ac-inverter-1.5ton-18svn-ex-31w,,,A highly energy-efficient 1.5-ton Heat & Cool DC inverter AC built for extreme summer temperatures.,,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCL 12 SVN-AI-CO-31G 1.0 Ton,A 1.0-Ton inverter air conditioner from TCL that uses AI technology to maximize energy savings and cool effectively in temperatures up to 62°C,Electronics World,TCL,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Smart Wi-Fi AC,Coanda Airflow AC,Low Voltage Startup AC",TCL 1 Ton SaveIN AI Inverter AC (12 SVN-AI-CO-31S),TCL 1 Ton SaveIN AI Inverter AC (12 SVN-AI-CO-31S),https://www.surmawala.pk/cdn/shop/files/tcl-2026.jpg?v=1775059132,Color,White,,,,,TCL-12-SVN-AI-CO-31G-1.0TON,TCL-12-SVN-AI-CO-31G-1.0TON,65,kg,102826,107826,,100,tcl-12-svn-ai-co-31g-1.0ton,,,"A energy-efficient 1.0-ton inverter air conditioner featuring an AI power-saving chip, smart Wi-Fi control, and reliable cooling even in extreme heat.",,Split,,,,,,10 Year,1.0 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCL SaveIN Cool Only 18SVN-AI-CO-31S,"The TCL 18SVN-AI-CO-31S is a 1.5 Ton, cool-only DC inverter air conditioner designed for extreme heat. It features an AI-driven energy-saving chipset, a graphene-coated condenser for high durability, and a 3-level Gen Mode that limits power draw so you can run it safely on generators or UPS systems.",Electronics World,TCL,"home appliances,air conditioners",11639_11643_11653_11782_11783,"SmartCooling,EnergySavingAC,TCLSaveIN,InverterAC,SummerCooling",TCL 1.5 Ton Inverter AC 18SVN-AI-CO-31S (Cool Only),TCL 1.5 Ton Inverter AC 18SVN-AI-CO-31S (Cool Only),https://cdn.comverseglobal.com/alfa/products/product_images/zg31-fo_190326094720950198.png,Color,White,,,,,TCL-SAVEIN-COO- ONLY-18SVN-AI-CO-31S,TCL-SAVEIN-COO- ONLY-18SVN-AI-CO-31S,65,kg,125652,130652,,100,tcl-savein-cool-only-18svn-ai-co-31s,,,"A 1.5 Ton cool-only inverter AC featuring smart AI energy savings, generator-friendly power limits, and reliable cooling in extreme heat.",,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCL Split AC 2 Ton 24SVN-AI-CO-31 SaveIn Inverter,"It uses an AI chip to save up to 37% on electricity, cools reliably in extreme heat up to 62°C, and features rust-resistant Graphene-coated coils for long-term durability.",Electronics World,TCL,"home appliances,air conditioners",11639_11643_11653_11782_11783,"TCL 2 Ton Inverter AC,TCL 24SVN,TCL Cool Only AC 2 Ton.",TCL 24SVN-AI-CO-31S 2.0 Ton Inverter Air Conditioner,TCL 24SVN-AI-CO-31S 2.0 Ton Inverter Air Conditioner,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRM29uAQ7t0RGlCslYFPjJp12gsJoklOw2KBg&s,Color,White,,,,,TCL-SPLIT-AC-2-TON-24SVN-AI-CO-31-INVERTER,TCL-SPLIT-AC-2-TON-24SVN-AI-CO-31-INVERTER,65,kg,178913,183913,,100,tcl-split-ac-2-ton-24svn-ai-co-31-inverter,,,"A 2-ton AI-powered inverter AC designed for ultra-efficient, heavy-duty cooling in extreme summer heat.",,Split,,,,,,10 Year,2 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCL 24T3-PRO-11 BreezeIN Series Inverter Split AC,"The TCL 24 T3-Pro-11 is a 2-ton split AC built for extreme heat. It features a heavy-duty T3 inverter compressor, smart Wi-Fi control, and a gentle airflow design that eliminates harsh cold drafts.",Electronics World,TCL,"home appliances,air conditioners",11639_11643_11653_11782_11783,"T3Compressor,EnergySaving,GentleBreeze,HomeAppliances",TCL T-Pro 24T3-PRO-11 2.0 Ton Split AC,TCL T-Pro 24T3-PRO-11 2.0 Ton Split AC,https://cdn.comverseglobal.com/alfa/products/product_images/breeze-in-jpg_050226151403376145.png,Color,White,,,,,TCL-24T3-PRO-11-INVERTER-SPLIT-AC,TCL-24T3-PRO-11-INVERTER-SPLIT-AC,65,kg,125652,130652,,100,tcl-24t3-pro-11-inverter-split-ac,,,"The TCL 24T3-PRO-11 is a high-efficiency, 2-ton DC inverter split AC equipped with a heavy-duty T3 compressor and smart Wi-Fi for powerful cooling ",,Split,,,,,,10 Year,2 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCL AC 2.0 Ton Split Inverter TAC-24T5-SMT-S,"A 2.0-ton smart inverter air conditioner featuring Wi-Fi app control, a gentle ""Soft Breeze"" airflow design, self-cleaning technology, and premium silver or champagne styling.",Electronics World,TCL,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Soft Breeze AC, Self-Cleaning AC, Low Voltage AC, Energy Saving AC",TCL 24T5-SMT 2.0 Ton Smart Inverter Air Conditioner,TCL 24T5-SMT 2.0 Ton Smart Inverter Air Conditione,https://www.surmawala.pk/cdn/shop/files/25t5.png?v=1754736772,Color,Silver,,,,,TCL-2.0-TON-SPLIT-INVERTER-24T5-SMT-S,TCL-2.0-TON-SPLIT-INVERTER-24T5-SMT-S,65,kg,212609,217609,,100,tcl-2.0-ton-split-inverter-24t5-smt-s,,,A 2-Ton smart inverter AC with Wi-Fi and draft-free cooling.,,Split,,,,,,10 Year,2 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,TCL 18T5 VoxIN-12/13 1.5 Ton Inverter Air Conditioner ,"The TCL T5-VOX is a 2-Ton Smart Inverter AC featuring Internet-free Voice Control. It features extreme weather cooling (up to 65°C), custom energy-saving levels for generator use, and rust-resistant graphene fins.",Electronics World,TCL,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Voice Control AC, Smart Inverter AC, TCL Heat and Cool AC",TCL T5-VOX 12/13 2-Ton AC,TCL T5-VOX 12/13 2-Ton AC,https://hadielectronics.com.pk/wp-content/uploads/2026/02/18T3-PRO-12-3-300x300.webp,Color,White,,,,,TCL-18T5-VOXIN-12/13-INVERTER-AIR-CONDITIONER,TCL-18T5-VOXIN-12/13-INVERTER-AIR-CONDITIONER,65,kg,152826,157826,,100,tcl-18t5-voxin-12/13-inverter-air-conditioner,,,"A 1.5-ton smart inverter AC featuring offline voice control, extreme weather cooling, and energy-saving AI technology.",,Split,,,,,,10 Year,1.5 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kenwood AC 12B02S 1 Ton Inverter Luxury Pro DC AC,"The Kenwood Luxury Pro 12B02S is a premium 1-ton DC inverter AC that saves up to 75% on electricity. It features an Ampere Lock to run easily on solar or UPS, offline voice control, and a heavy-duty T3 compressor built for extreme heat.",Electronics World,KENWOOD,"home appliances,air conditioners",11639_11643_11653_11782_11783,"Voice Control AC, Solar Friendly AC, 75% Energy Saving AC",Kenwood 12B02S Luxury Pro 1 Ton Inverter AC,Kenwood 12B02S Luxury Pro 1 Ton Inverter AC,https://electromart.com.pk/wp-content/uploads/2026/04/Kenwood-ac-12B02S-scaled.webp,Color,Black,,,,,KENWOOD- AC-12B02S-1TON-ILUXURY-PRO-AC,KENWOOD- AC-12B02S-1TON-ILUXURY-PRO-AC,65,kg,180000,185000,,100,kenwood- ac-12b02s-1ton-iluxury-pro-ac,,,A highly energy-efficient 1-ton inverter AC with Ampere Lock for solar/UPS compatibility and offline voice control.,,Split,,,,,,10 Year,1 Ton,,,Inverter,,,,,,,,,,,,,,,,,,,,,,,,,,
