id,name,category,brand,price,image
1607,"HC 51 B","Water Dispensers","SuperAsia HC 51B Water Dispenser 3Tap-By Electronics World",45000,"null"
1608,"HC 52 R","Water Dispensers","SuperAsia HC 52R Water Dispenser 3Tap -By Electronics World",45000,"null"
1609,"HC 53 G","Water Dispensers","SuperAsia HC 53 G Water Dispenser 3Tap-By Electronics World",45000,"null"
1610,"HC 54 G","Water Dispensers","SuperAsia Water Dispenser 3Tap HC 54 G-By Electronics World",45000,"null"
1611,"HC 55 W","Water Dispensers","SuperAsia HC 55 Water Dispenser 3Tap-By Electronics World",45000,"null"
1612,"HC 56 B","Water Dispensers","SuperAsia Water Dispenser 3Tap HC 56-By Electronics World",45000,"null"
1613,"HC 57 W","Water Dispensers","SuperAsia Water Dispenser 3Tap HC 57-By Electronics World",45000,"null"
1614,"HAIER FRONT LOAD WASHING MACHINE","Washing Machines","Haier",45000,"null"
1616,"HAIER HW80-BP12929S6 8 KG Inverter Front Load Washing Machine/On Installments","Washing Machines","Haier",45000,"null"
1617,"Haier 8kg Front Load Washing Machine HWM 80-BP12929-S3/On Installment","Washing Machines","Haier",45000,"null"
1618,"Haier 9KG Inverter Front Load Washing Machine HW90-BP14959-S8/On Installment","Washing Machines","Haier",45000,"null"
1619,"Haier Front Load Wasing Machine  HWM 100-BP14929-S3/On Installment","Washing Machines","Haier",45000,"null"
1620,"Haier 10.5Kg Washer/Dryer Front Load Washing Machine Wifi HWD 105-B14959-S8U1/On Installment","Washing Machines","Haier",45000,"null"
1622,"PEL Microwave - PMO-20W Classic (Manual)/On Installment","Microwave Ovens","PEL",45000,"null"
1623,"PEL Microwave Oven PMO-20 BH Classic Plus/On Installment","Microwave Ovens","PEL",45000,"/images/products/haier-pel-microwave-oven-pmo-20-bh-classic-plus-on-installment.jpg"
1624,"PEL PMO-23 SLM 23 Ltr Desire Microwave Oven/On Installments","Microwave Ovens","PEL",45000,"/images/products/haier-pel-pmo-23-slm-23-ltr-desire-microwave-oven-on-installments.jpg"
1625,"PEL PMO 23 SLD Silver Line Microwave Oven 23 Liter/On Installments","Microwave Ovens","PEL",23234,"null"
1626,"PEL PMO 30BG Glamour Microwave Oven 30 Ltr/On Istallments","Microwave Ovens","PEL",30304,"/images/products/haier-pel-pmo-30bg-glamour-microwave-oven-30-ltr-on-istallments.jpg"
1627,"PEL PMO 38BG Glamour Microwave Oven 38 Ltr/On Installments","Microwave Ovens","PEL",38384,"/images/products/haier-pel-pmo-38bg-glamour-microwave-oven-38-ltr-on-installments.jpg"
1628,"PEL PMO-23 Desire Microwave Oven/On Installments","Microwave Ovens","PEL",45000,"/images/products/haier-pel-pmo-23-desire-microwave-oven-on-installments.jpg"
1629,"PEL PMO-26 Desire Microwave Oven/On Installments","Microwave Ovens","PEL",45000,"/images/products/haier-pel-pmo-26-desire-microwave-oven-on-installments.jpg"
1630,"Pel PMO-30 Desire Microwave Oven 30 Litres/On Installments","Microwave Ovens","PEL",45000,"/images/products/haier-pel-pmo-30-desire-microwave-oven-30-litres-on-installments.jpg"
1631,"PEL PMO-25 Convection Microwave Oven/On Installments","Microwave Ovens","PEL",45000,"/images/products/haier-pel-pmo-25-convection-microwave-oven-on-installments.jpg"
1632,"PEL PMO-26 Chef Digital Microwave Oven/On Installments","Microwave Ovens","PEL",45000,"/images/products/haier-pel-pmo-26-chef-digital-microwave-oven-on-installments.jpg"
1633,"Pel PMO-30 Desire Microwave Oven | 30 Litres/On Installments","Microwave Ovens","PEL",45000,"/images/products/haier-pel-pmo-30-desire-microwave-oven-30-litres-on-installments.jpg"
1634,"PHILLIPS COFFEE MACHINE","Kitchen Appliances","PHILLIPS COFFEE MACHINE",45000,"null"
1635,"Philips Espresso EP2220 Fully automatic espresso machines/On Installments","Kitchen Appliances","Philips",22204,"/images/products/haier-philips-espresso-ep2220-fully-automatic-espresso-machines-on-installments.jpg"
1636,"PHILLIPS Espresso Machines EP2230/On Installments","Kitchen Appliances","1022673",22304,"null"
1637,"Philips EP3246/70 Fully automatic espresso machines/On Installments","Kitchen Appliances","Philips",324670,"null"
1639,"TCL Elite TAC-24HEA 2 Ton-BE-On Installments","Kitchen Appliances","TCL",45000,"/images/products/haier-tcl-elite-tac-24hea-2-ton-be-on-installments.jpg"
1640,"DW MD-4  White","Microwave Ovens","Dawlance",420700,"https://eu-central.storage.cloudconvert.com/tasks/209b78c1-3504-42aa-9dde-3c3c3814142e/md-4%20white.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cloudconvert-production%2F20260715%2Ffra%2Fs3%2Faws4_request&X-Amz-Date=20260715T213610Z&X-Amz-Expires=86400&X-Amz-Signature=4b4b28cde155ab879da455eae02d8fdf04353410fe07eb852ddca78e87e7af20&X-Amz-SignedHeaders=host&response-content-disposition=inline%3B%20filename%3D%22md-4%20white.jpg%22&response-content-type=image%2Fjpeg&x-id=GetObject"
1641,"DW MD-4  black","Microwave Ovens","Dawlance",420700,"https://eu-central.storage.cloudconvert.com/tasks/8eb7cc0d-b7e7-4146-8d08-3b49c4275b7c/MD-4-Black-Dawlance-MicroWave-Oven-Solo-600x600.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cloudconvert-production%2F20260715%2Ffra%2Fs3%2Faws4_request&X-Amz-Date=20260715T213841Z&X-Amz-Expires=86400&X-Amz-Signature=03b56e975d1bc607c02d7c45fdfb22c30b77c0a5f38a598139e3a3846feaa066&X-Amz-SignedHeaders=host&response-content-disposition=inline%3B%20filename%3D%22MD-4-Black-Dawlance-MicroWave-Oven-Solo-600x600.jpg%22&response-content-type=image%2Fjpeg&x-id=GetObject"
1642,"DW MD-7","Microwave Ovens","Dawlance",21300,"https://eu-central.storage.cloudconvert.com/tasks/0511bde6-b5c1-47a0-a33f-230419108adc/Md7.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cloudconvert-production%2F20260715%2Ffra%2Fs3%2Faws4_request&X-Amz-Date=20260715T214002Z&X-Amz-Expires=86400&X-Amz-Signature=e91243fdcf9d0d20eaeff47efeaad79141760be5ae401fa1b1b0a8fa836eb441&X-Amz-SignedHeaders=host&response-content-disposition=inline%3B%20filename%3D%22Md7.jpg%22&response-content-type=image%2Fjpeg&x-id=GetObject"
1643,"DW MD-10","Microwave Ovens","Dawlance",21300,"https://eu-central.storage.cloudconvert.com/tasks/d33d5107-8c0e-45ee-9a89-03e0d4bff437/DawlanceDWMD10HeatingMicrowaveOven.webp.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cloudconvert-production%2F20260715%2Ffra%2Fs3%2Faws4_request&X-Amz-Date=20260715T214126Z&X-Amz-Expires=86400&X-Amz-Signature=23e2952af9ad915eee88c4024d4bf7b4852232c22bf8509f9544c36a68130f03&X-Amz-SignedHeaders=host&response-content-disposition=inline%3B%20filename%3D%22DawlanceDWMD10HeatingMicrowaveOven.webp.jpg%22&response-content-type=image%2Fjpeg&x-id=GetObject"
1644,"DW MD-15","Microwave Ovens","Dawlance",20200,"https://eu-central.storage.cloudconvert.com/tasks/d505a0f5-5695-40b5-a66f-8b83c4b00c6b/Untitled-design-2-600x600.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cloudconvert-production%2F20260715%2Ffra%2Fs3%2Faws4_request&X-Amz-Date=20260715T214250Z&X-Amz-Expires=86400&X-Amz-Signature=585947d3ba1a3f487dc57b2fc67fbe910dd74d030ed73844ad2a90c8105c27c0&X-Amz-SignedHeaders=host&response-content-disposition=inline%3B%20filename%3D%22Untitled-design-2-600x600.jpg%22&response-content-type=image%2Fjpeg&x-id=GetObject"
1645,"DW DW-115","Washing Machines","Dawlance",25115,"https://eu-central.storage.cloudconvert.com/tasks/aca18bed-7dbc-4b32-840d-ce3f0765f117/dw-115-min.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cloudconvert-production%2F20260715%2Ffra%2Fs3%2Faws4_request&X-Amz-Date=20260715T214404Z&X-Amz-Expires=86400&X-Amz-Signature=755636734348bd3818d456a56e0fda1d84fda9a604f543dcd1ace2a22f8d356b&X-Amz-SignedHeaders=host&response-content-disposition=inline%3B%20filename%3D%22dw-115-min.jpg%22&response-content-type=image%2Fjpeg&x-id=GetObject"
1646,"DW DW-128","Washing Machines","Dawlance",26128,"https://eu-central.storage.cloudconvert.com/tasks/acb25c8e-f917-4a86-9ce2-c001f2e0506c/DW128G.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cloudconvert-production%2F20260715%2Ffra%2Fs3%2Faws4_request&X-Amz-Date=20260715T214510Z&X-Amz-Expires=86400&X-Amz-Signature=a4a64b1a9fdfe32b53ffdcbf04aa3ae3d07023c902186d00d33a0f0b185753a5&X-Amz-SignedHeaders=host&response-content-disposition=inline%3B%20filename%3D%22DW128G.jpg%22&response-content-type=image%2Fjpeg&x-id=GetObject"
1647,"DW DW-131HP","Washing Machines","Dawlance",30131,"https://eu-central.storage.cloudconvert.com/tasks/f2625ae5-637a-4707-99c3-5f67dc86a934/DW-131-HP.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cloudconvert-production%2F20260715%2Ffra%2Fs3%2Faws4_request&X-Amz-Date=20260715T214632Z&X-Amz-Expires=86400&X-Amz-Signature=79eddbe56cc2d8e5acf6450c7904f9f0d47796ef63fd114e0c2da9045e2be656&X-Amz-SignedHeaders=host&response-content-disposition=inline%3B%20filename%3D%22DW-131-HP.jpg%22&response-content-type=image%2Fjpeg&x-id=GetObject"
1648,"DW DW-132","Washing Machines","Dawlance",30132,"https://eu-central.storage.cloudconvert.com/tasks/b03e9518-5f89-4188-a622-6da2ba053af6/DW132S.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cloudconvert-production%2F20260715%2Ffra%2Fs3%2Faws4_request&X-Amz-Date=20260715T214711Z&X-Amz-Expires=86400&X-Amz-Signature=237cae4133f030ff0694025feaec1e4f13474fd457544762bd44c7a6cae189c3&X-Amz-SignedHeaders=host&response-content-disposition=inline%3B%20filename%3D%22DW132S.jpg%22&response-content-type=image%2Fjpeg&x-id=GetObject"
1649,"DW DW-133","Washing Machines","Dawlance",30133,"https://eu-central.storage.cloudconvert.com/tasks/2c1d66c1-5fe8-425e-bad9-45c8f9d60d93/133rg.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cloudconvert-production%2F20260715%2Ffra%2Fs3%2Faws4_request&X-Amz-Date=20260715T214752Z&X-Amz-Expires=86400&X-Amz-Signature=44f0cd882e9c2655543e969aeff1a50748133cc4a12e6e63f4658915a5a66184&X-Amz-SignedHeaders=host&response-content-disposition=inline%3B%20filename%3D%22133rg.jpg%22&response-content-type=image%2Fjpeg&x-id=GetObject"
1650,"DW DW-136","Washing Machines","Dawlance",36136,"https://www.hcsupermart.com/wp-content/uploads/2021/09/1-24.jpg"
1651,"DW DW-142","Washing Machines","Dawlance",42142,"https://www.hcsupermart.com/wp-content/uploads/2021/09/3-23.jpg"
1652,"DW DW-162","Washing Machines","Dawlance",62162,"https://friendshome.pk/cdn/shop/files/ModelDW-162HZP.jpg?v=1687298608&width=600"
1653,"DW DW-210","Washing Machines","Dawlance",20210,"https://www.hcsupermart.com/wp-content/uploads/2022/12/D3.jpg"
1654,"DW DW-220","Washing Machines","Dawlance",20220,"https://www.hcsupermart.com/wp-content/uploads/2022/12/D2.webp"
1655,"DW DW-295","Washing Machines","Dawlance",20295,"https://friendshome.pk/cdn/shop/files/DW292.jpg?v=1745309512&width=600"
1656,"DW DW-297","Washing Machines","Dawlance",20297,"https://friendshome.pk/cdn/shop/files/DW297.jpg?v=1693035712&width=600"
1657,"DW DW-299 dss","Washing Machines","Dawlance",23299,"https://www.newaftabcenter.com/cdn/shop/files/productImage_1779365544449.webp?v=1781687238&width=600"
1658,"DW DW-330 ds","Washing Machines","Dawlance",30330,"https://www.surmawala.pk/cdn/shop/files/dw-330-ds.jpg?v=1782747362"
1659,"DW DW-374","Washing Machines","Dawlance",23374,"https://bgh.com.pk/wp-content/uploads/2024/07/Dawlance-DW-374-@-1.png"
1660,"DW DW-390","Washing Machines","Dawlance",23390,"https://imraneshop.com/pub/media/catalog/product/cache/236ba44bb39ecfa15dd36bef5249e06a/1/3/136_4.jpg"
1661,"DW DW-393 G","Washing Machines","Dawlance",23393,"https://friendshome.pk/cdn/shop/files/DW-393G.jpg?v=1782561239&width=600"
1662,"HMW-20MPB","Microwave Ovens","Haier",16900,"https://friendshome.pk/cdn/shop/files/20pbm.jpg?v=1753090765&width=600"
1663,"HMW-26MBH","Microwave Ovens","Haier",29800,"https://friendshome.pk/cdn/shop/files/45DGM.jpg?v=1774963821&width=600"
1664,"HMW-25mxp9","Microwave Ovens","Haier",25259,"https://friendshome.pk/cdn/shop/files/HMW-25MXP9.jpg?v=1748073228&width=600"
1665,"HMW-28100","Microwave Ovens","Haier",28100,"https://sohailelectronics.com/wp-content/uploads/2025/01/Haier-Microwave-Oven-HMW-28100-Grill-Black.jpg"
1666,"HMW-32300","Microwave Ovens","Haier",32300,"https://www.alfatah.com.pk/wp-content/uploads/2025/07/0b55f3b8-f168-4d07-9558-e7f66727111b-600x600.webp"
1667,"HMN-62MX80","Microwave Ovens","Haier",52000,"https://friendshome.pk/cdn/shop/files/HMN-62MX80.jpg?v=1695823120&width=600"
1668,"OR POPCORN-20M","Microwave Ovens","Haier",22400,"https://www.surmawala.pk/cdn/shop/files/popcorn.jpg?v=1736157430"
1669,"HDG-201S","Microwave Ovens","Haier",24000,"https://www.surmawala.pk/cdn/shop/files/210s.jpg?v=1736152337"
1670,"HDG-342S","Microwave Ovens","Homage",34342,"https://www.surmawala.pk/cdn/shop/files/342s.jpg?v=1736152334"
1671,"HDSO-2312B","Microwave Ovens","Homage",232312,"https://homage.pk/cdn/shop/files/HDSO-2312B.png?v=1754394497&width=713"
1672,"2800 R","Kitchen Appliances","Generic",22900,"null"
1673,"2310","Kitchen Appliances","Generic",19350,"null"
1674,"4800","Kitchen Appliances","Generic",31800,"null"
1675,"4500","Kitchen Appliances","Generic",30650,"null"
1676,"6300","Kitchen Appliances","Generic",37400,"null"
1679,"6093","Kitchen Appliances","Generic",60932,"null"
1680,"6193","Kitchen Appliances","Generic",61932,"null"
1681,"6293","Kitchen Appliances","Generic",62932,"null"
1682,"6686","Kitchen Appliances","Generic",66862,"null"
1683,"6697","Kitchen Appliances","Generic",9500,"null"
1684,"ROTI MAKER / INDUCTION COOKER / HOT PLATE","Kitchen Appliances","ROTI MAKER / INDUCTION COOKER / HOT PLATE",45000,"null"
1685,"6514","Kitchen Appliances","Generic",13050,"null"
1686,"HAIR STRAIGHTNER - HAIR DRYER","Washing Machines","Generic",45000,"null"
1687,"6807","Kitchen Appliances","Generic",8022,"null"
1688,"6808","Kitchen Appliances","Generic",8409,"null"
1689,"6809","Kitchen Appliances","Generic",8796,"null"
1690,"6810","Kitchen Appliances","Generic",9500,"null"
1691,"6811","Kitchen Appliances","Generic",45000,"null"
1692,"6201","Kitchen Appliances","Generic",45000,"null"
1693,"6217","Kitchen Appliances","Generic",45000,"null"
1694,"6203","Kitchen Appliances","Generic",45000,"null"
1695,"6270","Kitchen Appliances","Generic",8022,"null"
1696,"6259","Kitchen Appliances","Generic",45000,"null"
1697,"6260","Kitchen Appliances","Generic",45000,"null"
1698,"6280","Kitchen Appliances","Generic",8506,"null"
1700,"1201","Kitchen Appliances","Generic",10600,"/images/products/haier-hwm-120-1678-es9.jpg"
1701,"1203","Kitchen Appliances","Generic",45000,"/images/products/haier-haier-washing-machine-automatic-single-tub-top-load-12kg-hwm-120-316s6.jpg"
1703,"1154","Kitchen Appliances","Generic",17800,"null"
1704,"1155","Kitchen Appliances","Generic",17800,"null"
1705,"1156","Kitchen Appliances","Generic",19800,"null"
1706,"1253","Kitchen Appliances","Generic",8525,"null"
1707,"1353","Kitchen Appliances","Generic",8600,"null"
1708,"1153","Kitchen Appliances","Generic",8351,"null"
1710,"7201","Kitchen Appliances","Generic",11100,"null"
1711,"7901","Kitchen Appliances","Generic",11100,"null"
1712,"7501","Kitchen Appliances","Generic",11100,"null"
1713,"7701","Kitchen Appliances","Generic",11100,"null"
1714,"1846","Kitchen Appliances","Generic",25000,"null"
1715,"1833","Kitchen Appliances","Generic",183331,"null"
1716,"2409","Kitchen Appliances","Generic",12600,"null"
1717,"8813","Kitchen Appliances","Generic",8813,"null"
1718,"8823","Kitchen Appliances","Generic",8823,"null"
1719,"8814","Kitchen Appliances","Generic",8814,"null"
1720,"8824","Kitchen Appliances","Generic",8824,"null"
1722,"2405","Kitchen Appliances","Generic",9400,"null"
1723,"5160","Kitchen Appliances","Generic",12900,"null"
1724,"5161","Kitchen Appliances","Generic",12900,"null"
1725,"1186","Kitchen Appliances","Generic",9400,"null"
1727,"3117","Kitchen Appliances","Generic",311717,"null"
1728,"3118","Kitchen Appliances","Generic",311817,"null"
1729,"3119","Kitchen Appliances","Generic",311917,"null"
1730,"8266","Kitchen Appliances","Generic",8266,"null"
1731,"8267","Kitchen Appliances","Generic",8267,"null"
1732,"8269","Kitchen Appliances","Generic",8269,"null"
1733,"8270","Kitchen Appliances","Generic",8270,"null"
1734,"6178","Kitchen Appliances","Generic",10500,"null"
1735,"6170","Kitchen Appliances","Generic",61702,"null"
1736,"6171","Kitchen Appliances","Generic",59595,"null"
1737,"6172","Kitchen Appliances","Generic",59595,"null"
1738,"6173","Kitchen Appliances","Generic",59595,"null"
1739,"6174","Kitchen Appliances","Generic",8003,"null"
1740,"6175","Kitchen Appliances","Generic",8003,"null"
1741,"6275","Kitchen Appliances","Generic",8003,"null"
1743,"2386","Kitchen Appliances","Generic",45000,"null"
1744,"2432","Kitchen Appliances","Generic",45000,"null"
1745,"2020","Kitchen Appliances","Generic",8525,"null"
1746,"2451","Kitchen Appliances","Generic",45000,"null"
1747,"2064","Kitchen Appliances","Generic",8786,"null"
1748,"2065","Kitchen Appliances","Generic",8786,"null"
1749,"2063","Kitchen Appliances","Generic",8525,"null"
1751,"7181","Kitchen Appliances","Generic",21100,"null"
1752,"7182","Kitchen Appliances","Generic",21100,"null"
1753,"7381","Kitchen Appliances","Generic",31100,"null"
1754,"7382","Kitchen Appliances","Generic",31100,"null"
1755,"9291","Kitchen Appliances","Generic",9291,"null"
1756,"9292","Kitchen Appliances","Generic",9292,"null"
1757,"9491","Kitchen Appliances","Generic",9491,"null"
1758,"9492","Kitchen Appliances","Generic",9492,"null"
1759,"COFFEE GRINDER & MAKER","Kitchen Appliances","Generic",45000,"null"
1760,"9225","Kitchen Appliances","Generic",9225,"null"
1761,"2023","Kitchen Appliances","Generic",9900,"null"
1762,"2024","Kitchen Appliances","Generic",20000,"null"
1763,"9228","Kitchen Appliances","Generic",9228,"null"
1764,"9226","Kitchen Appliances","Generic",9226,"null"
1765,"2025","Kitchen Appliances","Generic",42500,"null"
1767,"8818","Kitchen Appliances","WestPoint",8818,"null"
1768,"2803","Kitchen Appliances","WestPoint",280391,"null"
1769,"2804","Kitchen Appliances","WestPoint",280491,"null"
1770,"2805","Kitchen Appliances","WestPoint",280591,"null"
1771,"3804","Kitchen Appliances","WestPoint",380491,"null"
1772,"1844","Kitchen Appliances","WestPoint",17500,"null"
1773,"1851","Kitchen Appliances","WestPoint",17800,"null"
1774,"1853","Kitchen Appliances","WestPoint",19000,"null"
1775,"1860","Kitchen Appliances","WestPoint",20800,"null"
1776,"4805","Kitchen Appliances","WestPoint",17800,"null"
1777,"4806","Kitchen Appliances","WestPoint",17800,"null"
1778,"5805","Kitchen Appliances","WestPoint",17800,"null"
1779,"5806","Kitchen Appliances","WestPoint",17800,"null"
1780,"7805","Kitchen Appliances","WestPoint",17800,"null"
1781,"7806","Kitchen Appliances","WestPoint",17800,"null"
1782,"8815","Kitchen Appliances","WestPoint",8815,"null"
1783,"8817","Kitchen Appliances","WestPoint",8817,"null"
1784,"8819","Kitchen Appliances","WestPoint",8819,"null"
1786,"9202","Kitchen Appliances","WestPoint",9202,"null"
1787,"9301","Kitchen Appliances","WestPoint",9301,"null"
1788,"9401","Kitchen Appliances","WestPoint",9401,"null"
1789,"9501","Kitchen Appliances","WestPoint",9501,"null"
1790,"9601","Kitchen Appliances","WestPoint",9601,"null"
1791,"9701","Kitchen Appliances","WestPoint",9701,"null"
1792,"4201","Kitchen Appliances","WestPoint",420131,"null"
1793,"9804","Kitchen Appliances","WestPoint",9804,"null"
1794,"9802","Kitchen Appliances","WestPoint",9802,"null"
1795,"9901","Kitchen Appliances","WestPoint",9901,"null"
1796,"9914","Kitchen Appliances","WestPoint",9914,"null"
1797,"9915","Kitchen Appliances","WestPoint",9915,"null"
1798,"9916","Kitchen Appliances","WestPoint",9916,"null"
1799,"9801","Kitchen Appliances","WestPoint",9801,"null"
1800,"9805","Kitchen Appliances","WestPoint",9805,"null"
1801,"9814","Kitchen Appliances","WestPoint",9814,"null"
1802,"9815","Kitchen Appliances","WestPoint",9815,"null"
1803,"9816","Kitchen Appliances","WestPoint",9816,"null"
1804,"9714","Kitchen Appliances","WestPoint",9714,"null"
1805,"9715","Kitchen Appliances","WestPoint",9715,"null"
1816,"Dawlance AC Split","Air Conditioners","Dawlance",45000,"null"
1817,"PEL WATER DISPENSER","Water Dispensers","PEL",45000,"null"
1818,"PEL 215 Pearl Water Dispenser (Without Refrigerator Compartment)/On Installments","Refrigerators","PEL",45000,"null"
1819,"PEL Water Dispenser PWD-315 Smart/On Installments","Water Dispensers","PEL",45000,"null"
1820,"PEL 316 Premier Water Dispenser/On Installments","Water Dispensers","PEL",45000,"null"
1821,"PEL Water Dispenser PWD-425 Flat GD/On Installments","Water Dispensers","PEL",45000,"null"
1822,"PEL 525 Curved Glassdoor Dispenser/On Installments","Water Dispensers","PEL",45000,"null"
1823,"Dawlance DS-6000 Spinner Dryer-By Electronics World","Washing Machines","Dawlance",22900,"null"
1824,"Dawlance DW-6100-W Single Tub-By Electronics World","Washing Machines","Dawlance",28799,"null"
1825,"Dawlance DW-6100 W Advanco-By Electronics World","Washing Machines","Dawlance",29999,"null"
1826,"Dawlance DW-6550 Twin Tub-By Electronics World","Washing Machines","Dawlance",37400,"null"
1827,"Dawlance DW-7200 Single Tub-By Electronics World","Washing Machines","Dawlance",25100,"null"
1828,"Dawlance DW-7500 C Twin Tub-By Electronics World","Washing Machines","Dawlance",49275,"https://digimall.faysalbank.com/_next/image?url=https%3A%2F%2Fcdn.faysalbank.com%2Fdigimall%2Fproducts%2Fproduct_images%2F1776961542736658_230426212542832160.jpg&w=384&q=75"
1829,"Dawlance DW-7500 G Twin Tub-By Electronics Worlds","Washing Machines","Dawlance",51000,"null"
1830,"Dawlance DS-9000 Spinner Dryer-By Electronics World","Washing Machines","Dawlance",9000,"https://www.surmawala.pk/cdn/shop/files/ds9000-2.jpg?v=1754727180"
1831,"Dawlance DW-9100 Advanco Single Tub Washer-By Electronics World","Washing Machines","Dawlance",9100,"null"
1832,"Dawlance DW 9100 Glass Lid Single Tub Washer-By Electronics World","Washing Machines","Dawlance",9100,"null"
1833,"Dawlance DW 9200 WFL-By Electronics World","Washing Machines","Dawlance",9200,"null"
1834,"Dawlance DW 9200 CFL-By Electronics World","Washing Machines","Dawlance",9200,"null"
1835,"Dawlance 8550 Twin Tub-By Electronics World","Washing Machines","Dawlance",8550,"null"
1836,"Dawlance DW-10500 SEMi-AUTO TWIN-By Electronics World","Washing Machines","Dawlance",10500,"https://digimall.faysalbank.com/_next/image?url=https%3A%2F%2Fcdn.faysalbank.com%2Fdigimall%2Fproducts%2Fproduct_images%2F17805598996897697_040626125819786566.jpg&w=384&q=75"
1837,"Dawlance DW-260 LVS-By Electronics World","Washing Machines","Dawlance",81799,"null"
1838,"DWT-270 C LVS+ -By Electronics World","Washing Machines","DWT-270 C LVS+",94700,"null"
1839,"Dawlance DW-1165-By Electronics World","Washing Machines","Dawlance",77300,"https://digimall.faysalbank.com/_next/image?url=https%3A%2F%2Fcdn.faysalbank.com%2Fdigimall%2Fproducts%2Fproduct_images%2F1780559796196121_040626125636293484.jpg&w=384&q=75"
1840,"Dawlance DW-1167 FLP-By Electronics World","Washing Machines","Dawlance",75000,"null"
1841,"DW-11467 es","Washing Machines","Dawlance",11467,"https://digimall.faysalbank.com/_next/image?url=https%3A%2F%2Fcdn.faysalbank.com%2Fdigimall%2Fproducts%2Fproduct_images%2F17769615656630402_230426212605753066.jpg&w=384&q=75"
1842,"Dawlance DW-1167 FLT-By Electronics World","Washing Machines","Dawlance",11671,"null"
1843,"Dawlance DW-1775-By Electronics World","Washing Machines","Dawlance",128700,"https://digimall.faysalbank.com/_next/image?url=https%3A%2F%2Fcdn.faysalbank.com%2Fdigimall%2Fproducts%2Fproduct_images%2F1776961567856954_230426212607948650.jpg&w=384&q=75"
1844,"Dawlance DW-1166 ADS-By Electronics World","Washing Machines","Dawlance",86700,"null"
1845,"Dawlance DW-1470 PL-By Electronics World","Washing Machines","Dawlance",97000,"null"
1846,"Dawlance DW-1471 FLP-By Electronics World","Washing Machines","Dawlance",82600,"https://digimall.faysalbank.com/_next/image?url=https%3A%2F%2Fcdn.faysalbank.com%2Fdigimall%2Fproducts%2Fproduct_images%2F17769614147536888_230426212334844439.jpg&w=384&q=75"
1847,"Dawlance DW-9060-By Electronics World","Washing Machines","Dawlance",9060,"https://digimall.faysalbank.com/_next/image?url=https%3A%2F%2Fcdn.faysalbank.com%2Fdigimall%2Fproducts%2Fproduct_images%2F1781586620252624_160626101020362434.jpg&w=384&q=75"
1848,"DWT 9540","Washing Machines","DWT 9540",9540,"null"
1849,"DWT 9560","Washing Machines","Dawlance",9560,"https://digimall.faysalbank.com/_next/image?url=https%3A%2F%2Fcdn.faysalbank.com%2Fdigimall%2Fproducts%2Fproduct_images%2F17769615689551601_230426212609045545.jpg&w=384&q=75"
1850,"Haier HWM 60-50 Spinner-By Electronics World","Washing Machines","Haier",19500,"https://digimall.faysalbank.com/_next/image?url=https%3A%2F%2Fcdn.faysalbank.com%2Fdigimall%2Fproducts%2Fproduct_images%2F1776959765554804_230426205605645315.jpg&w=384&q=75"
1851,"Haier HWM 80-1217  8KG-By Electronics World","Washing Machines","Haier",24499,"https://digimall.faysalbank.com/_next/image?url=https%3A%2F%2Fcdn.faysalbank.com%2Fdigimall%2Fproducts%2Fproduct_images%2F1776959766657291_230426205606747888.jpg&w=384&q=75"
1852,"Haier HWM-120-35 Washer-By Electronics World","Washing Machines","Haier",12035,"https://digimall.faysalbank.com/_next/image?url=https%3A%2F%2Fcdn.faysalbank.com%2Fdigimall%2Fproducts%2Fproduct_images%2F17805604945851226_040626130814695281.jpg&w=384&q=75"
1853,"Haier HWM-130-1217 Semi Auto Series-By Electronics World","Washing Machines","Haier",29000,"null"
1854,"Haier HWM-75 AS Twin Tub-By Electronics World","Washing Machines","Haier",31450,"https://digimall.faysalbank.com/_next/image?url=https%3A%2F%2Fcdn.faysalbank.com%2Fdigimall%2Fproducts%2Fproduct_images%2F17797098268867188_250526165026986925.jpg&w=384&q=75"
